frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference
FRB 20190327A,2019-03-27 14:27:28,58569.60241,CHIME,18:45:12,+34:16:48,63.67,16.06,400.2,347.8,2.4,1.97,5,31.9,http://chime-frb.ca/catalog/FRB20190327A
FRB 20190328A,2019-03-28 3:46:47,58570.15749,CHIME,8:01:36,+59:06:00,158.17,31.91,400.2,1303.7,0.4,9.83,2.7,10.2,http://chime-frb.ca/catalog/FRB20190328A
FRB 20190328B,2019-03-28 9:48:46,58570.40886,CHIME,13:18:00,+86:54:00,122.51,30.26,559.5,564.5,0.7,4.92,2.1,9.3,http://chime-frb.ca/catalog/FRB20190328B
FRB 20190328C,2019-03-28 12:25:13,58570.51751,CHIME,4:55:12,+82:00:00,130.57,23.02,459,470.7,5,4.92,15,18.2,http://chime-frb.ca/catalog/FRB20190328C
FRB 20190329A,2019-03-29 23:58:22,58571.99886,CHIME,4:22:00,+73:36:00,136.46,16.58,432.3,189.2,0.5,11.8,2.2,11.7,http://chime-frb.ca/catalog/FRB20190329A
FRB 20190329B,2019-03-29 1:20:33,58571.05594,CHIME,5:51:36,+76:18:00,137.34,22.86,500.4,406,-,5.9,-,15.3,http://chime-frb.ca/catalog/FRB20190329B
FRB 20190329C,2019-03-29 14:12:21,58571.59191,CHIME,18:39:09.6,+51:36:00,80.69,22.77,800.2,1256.8,-,4.92,-,26.7,http://chime-frb.ca/catalog/FRB20190329C
FRB 20190330A,2019-03-30 9:07:55,58572.3805,CHIME,13:36:24,+38:21:36,85.79,75.35,400.2,509.5,0.4,1.97,1.1,9.4,http://chime-frb.ca/catalog/FRB20190330A
FRB 20190330B,2019-03-30 13:26:55,58572.56036,CHIME,17:57:38.4,+52:48:00,80.58,29.23,435.9,668,2.8,1.97,5,44.9,http://chime-frb.ca/catalog/FRB20190330B
FRB 20190401A,2019-04-01 8:36:26,58574.35864,CHIME,13:07:12,+79:54:00,122.07,37.19,479.1,779.6,1.1,10.81,9,22.9,http://chime-frb.ca/catalog/FRB20190401A
FRB 20190402A,2019-04-02 7:10:10,58575.29873,CHIME,11:54:24,+47:06:00,148.44,67.11,453.3,1287.5,0.3,15.73,1.3,10.9,http://chime-frb.ca/catalog/FRB20190402A
FRB 20190403A,2019-04-03 2:37:30,58576.10938,CHIME,7:45:12,+86:24:00,126.94,27.92,513.6,519.2,1.1,2.95,3.2,10.8,http://chime-frb.ca/catalog/FRB20190403A
FRB 20190403B,2019-04-03 4:19:53,58576.18048,CHIME,9:02:00,+1:27:36,227.76,29.41,453.2,291.1,3,10.81,24,18.9,http://chime-frb.ca/catalog/FRB20190403B
FRB 20190403C,2019-04-03 11:48:49,58576.49223,CHIME,16:39:12,+58:42:00,88.33,39.91,400.2,933.3,0.4,4.92,1.5,9,http://chime-frb.ca/catalog/FRB20190403C
FRB 20190403D,2019-04-03 17:27:59,58576.72777,CHIME,21:46:00,+84:18:00,118.44,23.12,400.2,613,0.7,2.95,1.8,10.9,http://chime-frb.ca/catalog/FRB20190403D
FRB 20190403E,2019-04-03 21:14:58,58576.88539,CHIME,14:40:52.8,+86:30:00,121.09,30.19,620.6,220,4,18.68,80,23.7,http://chime-frb.ca/catalog/FRB20190403E
FRB 20190403F,2019-04-03 22:07:15,58576.9217,CHIME,2:53:12,+33:06:00,150.44,-23.14,400.2,666.4,0.6,14.75,7,11.9,http://chime-frb.ca/catalog/FRB20190403F
FRB 20190403G,2019-04-03 0:42:31,58576.02953,CHIME,5:26:48,+25:48:00,180.44,-5.19,506.6,865.4,0.8,1.97,1.6,11.4,http://chime-frb.ca/catalog/FRB20190403G
FRB 20190404A,2019-04-04 4:41:06,58577.19521,CHIME,9:32:24,+36:54:00,186.85,47.18,400.2,1353.8,1.2,4.92,4,24.3,http://chime-frb.ca/catalog/FRB20190404A
FRB 20190404B,2019-04-04 12:32:15,58577.5224,CHIME,17:19:12,+40:00:00,64.63,34.07,400.2,490.1,9,0.98,16,134,http://chime-frb.ca/catalog/FRB20190404B
FRB 20190405A,2019-04-05 17:34:26,58578.73225,CHIME,22:28:00,+21:00:00,83.44,-30.71,460,423.8,0.7,13.76,3,9.6,http://chime-frb.ca/catalog/FRB20190405A
FRB 20190405B,2019-04-05 23:31:28,58578.98019,CHIME,15:45:55.2,+89:12:00,122.28,27.73,620.7,1111.2,3,4.92,18,20.6,http://chime-frb.ca/catalog/FRB20190405B
FRB 20190406A,2019-04-07 0:00:00,58580,CHIME,18:54:00,+47:00:00,76.71,19.04,539.4,580.7,0.5,2.95,2,13.1,http://chime-frb.ca/catalog/FRB20190406A
FRB 20190408A,2019-04-08 12:25:51,58581.51795,CHIME,17:28:48,+71:36:00,102.52,32.13,576.6,862.1,0.6,1.97,1.5,9.2,http://chime-frb.ca/catalog/FRB20190408A
FRB 20190409A,2019-04-09 0:09:59,58582.00693,CHIME,5:18:00,+6:42:00,195.66,-17.27,524.7,1789,3,2.95,9,14.5,http://chime-frb.ca/catalog/FRB20190409A
FRB 20190409B,2019-04-09 3:25:40,58582.14282,CHIME,8:26:48,+63:30:00,152.72,34.63,545.5,297.6,0.4,30.47,7,12.3,http://chime-frb.ca/catalog/FRB20190409B
FRB 20190409C,2019-04-09 11:43:40,58582.48866,CHIME,16:50:24,+71:36:00,103.5,35.04,418.3,674.5,1,1.97,2.2,11.2,http://chime-frb.ca/catalog/FRB20190409C
FRB 20190409D,2019-04-09 17:19:04,58582.72157,CHIME,22:26:24,+27:00:00,87.17,-25.68,507.6,1298.9,0.6,2.95,2.7,16.1,http://chime-frb.ca/catalog/FRB20190409D
FRB 20190410A,2019-04-10 12:19:49,58583.51376,CHIME,17:34:00,-2:24:00,21.65,16.04,515.7,278.2,1.6,6.88,6,9.9,http://chime-frb.ca/catalog/FRB20190410A
FRB 20190410B,2019-04-10 12:27:53,58583.51936,CHIME,17:43:02.4,+15:12:00,39.33,21.83,454.4,642.1,0.2,1.97,0.4,20.4,http://chime-frb.ca/catalog/FRB20190410B
FRB 20190411A,2019-04-11 0:37:20,58584.02593,CHIME,5:20:00,+83:54:00,129.13,24.62,800.2,461,1.2,1.97,1.4,11,http://chime-frb.ca/catalog/FRB20190411A
FRB 20190411B,2019-04-11 5:01:08,58584.20912,CHIME,10:16:00,+29:12:00,200.1,55.86,507.5,1227.7,0.9,3.93,3.7,15.6,http://chime-frb.ca/catalog/FRB20190411B
FRB 20190411C,2019-04-11 19:20:37,58584.80598,CHIME,0:37:19.2,+20:30:00,118.46,-42.25,636.5,234.5,3.2,2.95,9,32.2,http://chime-frb.ca/catalog/FRB20190411C
FRB 20190412A,2019-04-12 10:54:18,58585.45438,CHIME,16:14:00,+61:54:00,93.6,41.95,706.8,363.9,1.8,2.95,7,42,http://chime-frb.ca/catalog/FRB20190412A
FRB 20190412B,2019-04-12 13:43:36,58585.57195,CHIME,19:02:48,+19:18:00,51.37,6.28,400.2,375.3,0.7,42.27,13,12.7,http://chime-frb.ca/catalog/FRB20190412B
FRB 20190414A,2019-04-14 6:38:44,58587.2769,CHIME,12:05:36,+38:54:00,159.07,74.85,400.2,812,0.4,4.92,1.7,13.5,http://chime-frb.ca/catalog/FRB20190414A
FRB 20190414B,2019-04-14 11:03:04,58587.46046,CHIME,16:27:36,+57:30:00,87.34,41.7,400.2,511.1,0.5,11.8,4,13.6,http://chime-frb.ca/catalog/FRB20190414B
FRB 20190415A,2019-04-15 6:36:03,58588.27503,CHIME,12:09:36,+71:18:00,127.71,45.46,481.7,632.4,0.6,6.88,4,12.1,http://chime-frb.ca/catalog/FRB20190415A
FRB 20190415B,2019-04-15 19:03:06,58588.79382,CHIME,0:35:36,+54:51:00,120.61,-7.95,518.3,711.7,0.9,35.39,22,29.6,http://chime-frb.ca/catalog/FRB20190415B
FRB 20190415C,2019-04-15 23:23:46,58588.97484,CHIME,4:59:12,+34:48:00,169.59,-4.78,495.3,648.6,0.5,4.92,0.8,9.2,http://chime-frb.ca/catalog/FRB20190415C
FRB 20190416A,2019-04-16 4:07:29,58589.17186,CHIME,9:40:00,+33:18:00,192.33,48.53,465.6,2287.1,0.6,6.88,2.8,14.6,http://chime-frb.ca/catalog/FRB20190416A
FRB 20190416B,2019-04-16 5:50:03,58589.24309,CHIME,11:28:48,+35:57:00,181.14,70.36,400.2,574.2,0.7,5.9,1.5,19.7,http://chime-frb.ca/catalog/FRB20190416B
FRB 20190417A,2019-04-17 13:56:05,58590.58061,CHIME,19:39:36,+59:24:00,91.49,17.36,558.9,1378.1,0.5,17.69,6,13.4,http://chime-frb.ca/catalog/FRB20190417A
FRB 20190417B,2019-04-17 6:02:17,58590.25158,CHIME,11:39:36,+64:42:00,134.95,50.7,545.5,1151.7,0.5,46.2,10,14.9,http://chime-frb.ca/catalog/FRB20190417B
FRB 20190417C,2019-04-17 21:22:15,58590.89045,CHIME,3:02:43.2,+71:15:36,133.15,11.04,586.6,318.6,8,0.98,11,52.2,http://chime-frb.ca/catalog/FRB20190417C
FRB 20190418A,2019-04-18 22:34:17,58591.94047,CHIME,4:23:12,+16:00:00,179.3,-22.93,400.2,182.8,1,1.97,2,20.4,http://chime-frb.ca/catalog/FRB20190418A
FRB 20190419A,2019-04-19 1:16:25,58592.05307,CHIME,7:00:00,+64:52:48,150.91,25.27,407.1,438.3,0.4,3.93,0.8,10.6,http://chime-frb.ca/catalog/FRB20190419A
FRB 20190419B,2019-04-19 22:38:30,58592.9434,CHIME,17:01:12,+86:44:24,119.64,28.6,487.6,166.6,5,1.97,8,24.6,http://chime-frb.ca/catalog/FRB20190419B
FRB 20190420A,2019-04-20 1:14:52,58593.05199,CHIME,7:06:24,+56:00:00,160.7,24.2,800.2,609.8,0.9,1.97,3.1,15.9,http://chime-frb.ca/catalog/FRB20190420A
FRB 20190420B,2019-04-20 0:28:05,58593.0195,CHIME,6:18:48,+70:07:12,144.33,22.71,478.4,844.3,2,6.88,15,28,http://chime-frb.ca/catalog/FRB20190420B
FRB 20190420C,2019-04-20 10:40:44,58593.44495,CHIME,16:32:24,+37:18:00,59.83,42.84,400.2,627.6,0.4,13.76,4,10.7,http://chime-frb.ca/catalog/FRB20190420C
FRB 20190421A,2019-04-21 8:00:10,58594.33345,CHIME,13:52:00,+48:12:00,97.75,65.81,633.4,226.4,0.4,30.47,5,12.3,http://chime-frb.ca/catalog/FRB20190421A
FRB 20190421B,2019-04-21 23:27:46,58594.97762,CHIME,5:29:57.6,+62:18:36,149.75,15.06,400.2,393.1,5,2.95,16,78.9,http://chime-frb.ca/catalog/FRB20190421B
FRB 20190422A,2019-04-22 21:13:25,58595.88432,CHIME,3:14:24,+35:12:00,153.27,-19.17,626.1,452.9,0.6,29.49,9,18.3,http://chime-frb.ca/catalog/FRB20190422A
FRB 20190422B,2019-04-22 4:30:37,58595.18793,CHIME,10:33:12,+45:40:12,169.59,56.95,400.2,975.4,0.2,13.76,1.6,11.1,http://chime-frb.ca/catalog/FRB20190422B
FRB 20190423A,2019-04-23 5:59:40,58596.24977,CHIME,11:58:48,+55:18:00,138.14,60.29,480.7,244.2,11,5.9,55,39,http://chime-frb.ca/catalog/FRB20190423A
FRB 20190423B,2019-04-23 13:52:00,58596.57778,CHIME,19:54:24,+26:12:00,63.18,-0.87,537.6,585.5,0.9,9.83,7,15.9,http://chime-frb.ca/catalog/FRB20190423B
FRB 20190423C,2019-04-23 17:36:29,58596.73367,CHIME,23:16:24,+86:58:12,121.59,24.35,433,855.7,1.2,7.86,4,14.8,http://chime-frb.ca/catalog/FRB20190423C
FRB 20190423D,2019-04-23 20:10:24,58596.84055,CHIME,1:58:48,+84:48:00,124.56,22.14,565.9,498.2,1.7,8.85,18,23.9,http://chime-frb.ca/catalog/FRB20190423D
FRB 20190424A,2019-04-24 5:04:54,58597.21174,CHIME,11:13:12,+63:46:48,139.55,50.06,487.9,758.6,1.1,0.98,2,18.1,http://chime-frb.ca/catalog/FRB20190424A
FRB 20190425A,2019-04-25 10:47:54,58598.44993,CHIME,17:02:48,+21:30:00,42.06,33.02,591.8,127.8,19,0.98,32,57.6,http://chime-frb.ca/catalog/FRB20190425A
FRB 20190425B,2019-04-25 18:05:48,58598.75403,CHIME,14:00:24,+88:36:00,122.46,28.46,474.8,1030.3,1.2,1.97,3,18.2,http://chime-frb.ca/catalog/FRB20190425B
FRB 20190426A,2019-04-26 1:28:06,58599.06118,CHIME,7:40:00,+59:06:00,158.01,29.19,483,341.3,1.6,1.97,2,23.9,http://chime-frb.ca/catalog/FRB20190426A
FRB 20190427A,2019-04-27 22:54:31,58600.95452,CHIME,5:15:36,+7:48:00,194.4,-17.22,400.2,454.5,4,1.97,10,25.2,http://chime-frb.ca/catalog/FRB20190427A
FRB 20190428A,2019-04-28 5:01:30,58601.20937,CHIME,11:22:55.2,+23:18:00,218.78,69.65,696,968.9,2.2,3.93,7,33,http://chime-frb.ca/catalog/FRB20190428A
FRB 20190429A,2019-04-29 12:11:06,58602.50771,CHIME,18:44:24,+59:24:00,89.11,23.99,603,470.7,0.8,2.95,1.8,9.7,http://chime-frb.ca/catalog/FRB20190429A
FRB 20190429B,2019-04-29 15:33:25,58602.64821,CHIME,21:59:36,+4:00:00,63.07,-38.21,422.4,297.6,0.7,16.71,5,10.2,http://chime-frb.ca/catalog/FRB20190429B
FRB 20190430A,2019-04-30 10:50:41,58603.45186,CHIME,5:10:48,+87:00:00,125.94,25.83,433.8,349.4,0.7,19.66,8,11.1,http://chime-frb.ca/catalog/FRB20190430A
FRB 20190430B,2019-04-30 9:20:49,58603.38946,CHIME,15:50:48,+62:18:00,95.69,44.2,403.8,2617.1,0.4,25.56,1.5,10,http://chime-frb.ca/catalog/FRB20190430B
FRB 20190430C,2019-04-30 11:53:51,58603.49573,CHIME,18:28:48,+24:54:00,53.26,15.75,659.3,399.5,2.2,2.95,5,22.5,http://chime-frb.ca/catalog/FRB20190430C
FRB 20190501B,2019-05-01 10:53:49,58604.45404,CHIME,17:26:00,+54:24:00,82.03,34.05,400.2,784.5,0.9,5.9,3.2,24.3,http://chime-frb.ca/catalog/FRB20190501B
FRB 20190502A,2019-05-02 4:23:27,58605.18295,CHIME,11:00:00,+60:00:00,145.3,52.07,400.2,626,3.2,3.93,12,67.5,http://chime-frb.ca/catalog/FRB20190502A
FRB 20190502B,2019-05-02 7:30:50,58605.31308,CHIME,14:08:00,+64:26:24,109.99,50.72,498.1,917.1,2.6,4.92,10,59.7,http://chime-frb.ca/catalog/FRB20190502B
FRB 20190502C,2019-05-02 15:56:16,58605.66407,CHIME,10:22:24,+82:58:12,127.98,32.63,473.2,396.3,4,1.97,8,23.8,http://chime-frb.ca/catalog/FRB20190502C
FRB 20190515A,2019-05-15 13:07:41,58618.547,CHIME,20:40:48,+55:30:00,92.32,8.29,517.1,452.9,0.5,47.19,17,20.9,http://chime-frb.ca/catalog/FRB20190515A
FRB 20190515B,2019-05-15 16:28:59,58618.68679,CHIME,0:03:12,+3:24:00,100.26,-57.33,417,820.1,3,4.92,11,23.4,http://chime-frb.ca/catalog/FRB20190515B
FRB 20190515C,2019-05-15 18:33:47,58618.77346,CHIME,2:06:48,+20:06:00,146.06,-39.38,531.5,653.5,0.5,12.78,6,10.1,http://chime-frb.ca/catalog/FRB20190515C
FRB 20190515D,2019-05-15 20:58:16,58618.8738,CHIME,4:28:24,-5:00:00,199.88,-33.89,530.2,425.4,3,4.92,9,13,http://chime-frb.ca/catalog/FRB20190515D
FRB 20190516A,2019-05-16 10:35:47,58619.44152,CHIME,18:25:50,+81:25:12,113.29,27.75,600,302.47,-,-,-,10.53,https://www.wis-tns.org/object/20190516a
FRB 20190516B,2019-05-16 3:38:00,58619.15139,CHIME,11:09:12,+7:24:00,247.46,58.76,419.4,1235.8,1.1,13.76,10,15.3,http://chime-frb.ca/catalog/FRB20190516B
FRB 20190517B,2019-05-17 20:33:37,58620.85668,CHIME,4:22:00,+73:36:00,136.46,16.58,466.7,187.6,0.5,17.69,4,9.6,http://chime-frb.ca/catalog/FRB20190517B
FRB 20190517C,2019-05-17 22:06:43,58620.92133,CHIME,5:50:00,+26:36:00,182.48,-0.37,435.5,334.8,3,1.97,9,25,http://chime-frb.ca/catalog/FRB20190517C
FRB 20190517D,2019-05-17 14:59:06,58620.62437,CHIME,22:40:00,+41:48:00,98.2,-14.62,406.8,1184,0.5,14.75,6,9.4,http://chime-frb.ca/catalog/FRB20190517D
FRB 20190518A,2019-05-18 18:13:43,58621.75952,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,437.9,351,0.3,4.92,1.5,9.3,http://chime-frb.ca/catalog/FRB20190518A
FRB 20190518B,2019-05-18 3:59:34,58621.16637,CHIME,11:40:24,+20:18:00,232.01,72.39,478.4,913.9,1.5,0.98,2,12.8,http://chime-frb.ca/catalog/FRB20190518B
FRB 20190518C,2019-05-18 8:23:00,58621.3493,CHIME,16:08:02.4,+4:36:00,16.3,38.1,494.3,444.8,7,2.95,15,34.5,http://chime-frb.ca/catalog/FRB20190518C
FRB 20190518D,2019-05-18 9:04:42,58621.37826,CHIME,11:38:48,+89:18:00,123.17,27.78,475.6,202.2,1,1.97,3,14.9,http://chime-frb.ca/catalog/FRB20190518D
FRB 20190518E,2019-05-18 18:21:06,58621.76465,CHIME,1:58:00.7502,+65:43:00.3151,129.68,3.72,800.2,351,0.8,5.9,3.8,16,http://chime-frb.ca/catalog/FRB20190518E
FRB 20190518G,2019-05-18 22:40:51,58621.94503,CHIME,6:19:12,+75:30:00,138.68,24.22,456.4,525.7,1,0.98,1.8,20.2,http://chime-frb.ca/catalog/FRB20190518G
FRB 20190519A,2019-05-19 17:50:25,58622.74335,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,521.3,346.1,1.2,8.85,4,11.9,http://chime-frb.ca/catalog/FRB20190519A
FRB 20190519B,2019-05-19 18:09:02,58622.75627,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,662.5,349.4,1,32.44,12,21.7,http://chime-frb.ca/catalog/FRB20190519B
FRB 20190519C,2019-05-19 18:10:51,58622.75753,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,487.5,346.1,0.6,11.8,4,16.4,http://chime-frb.ca/catalog/FRB20190519C
FRB 20190519D,2019-05-19 3:11:53,58622.13325,CHIME,10:58:24,+42:59:24,170.84,62.15,400.2,538.6,0.4,1.97,0.8,18.6,http://chime-frb.ca/catalog/FRB20190519D
FRB 20190519E,2019-05-19 3:28:47,58622.14499,CHIME,11:13:12,+41:42:00,170.75,65.2,800.2,693.9,1,0.98,1.5,17,http://chime-frb.ca/catalog/FRB20190519E
FRB 20190519F,2019-05-19 3:30:12,58622.14597,CHIME,11:02:24,+77:12:00,130.34,38.29,453.9,799,0.7,6.88,4,20.2,http://chime-frb.ca/catalog/FRB20190519F
FRB 20190519G,2019-05-19 12:48:14,58622.53349,CHIME,20:26:48,+72:18:00,105.86,18.99,471.1,433.5,1.1,18.68,20,28.3,http://chime-frb.ca/catalog/FRB20190519G
FRB 20190519H,2019-05-19 15:33:56,58622.64856,CHIME,22:52:00,+87:22:12,121.49,24.84,435,1169.5,3,2.95,7,39.7,http://chime-frb.ca/catalog/FRB20190519H
FRB 20190519J,2019-05-19 23:04:08,58622.9612,CHIME,19:44:50.4,+86:54:00,119.6,26.38,419.5,642.1,0.6,1.97,2,9.5,http://chime-frb.ca/catalog/FRB20190519J
FRB 20190520A,2019-05-20 10:25:04,58623.43407,CHIME,18:14:04.8,+26:19:12,53.3,19.37,444.4,431.9,1.1,1.97,2,21.8,http://chime-frb.ca/catalog/FRB20190520A
FRB 20190523A,2019-05-23 6:05:56,58626.25412,DSA-10,13:48:16,+72:28:11,117.03,44,1411,760.8,-,0.42,280,11.5,https://www.wis-tns.org/object/20190523a
FRB 20190527A,2019-05-27 16:28:08,58630.6862,CHIME,0:50:00,+7:59:24,122.23,-54.88,484.7,582.3,0.5,57.02,10,14.8,http://chime-frb.ca/catalog/FRB20190527A
FRB 20190527B,2019-05-27 20:39:42,58630.8609,CHIME,4:55:36,+63:13:12,146.73,12.3,637,449.7,0.4,8.85,2,9.4,http://chime-frb.ca/catalog/FRB20190527B
FRB 20190527C,2019-05-27 22:23:06,58630.93271,CHIME,6:40:48,+57:00:00,158.61,21.11,434.3,535.4,3,6.88,20,48.7,http://chime-frb.ca/catalog/FRB20190527C
FRB 20190529A,2019-05-29 20:05:59,58632.83749,CHIME,4:32:24,+40:18:00,161.89,-5.29,453.4,703.6,0.5,3.93,1.4,10.6,http://chime-frb.ca/catalog/FRB20190529A
FRB 20190530A,2019-05-30 20:07:47,58633.83874,CHIME,4:34:57.6,+60:36:00,147.22,8.75,441.1,554.8,0.6,1.97,1.7,11.5,http://chime-frb.ca/catalog/FRB20190530A
FRB 20190531A,2019-05-31 5:14:23,58634.21832,CHIME,13:35:50.4,+81:42:00,120.99,35.24,482.8,325.1,-,0.98,-,10.9,http://chime-frb.ca/catalog/FRB20190531A
FRB 20190531B,2019-05-31 8:47:46,58634.3665,CHIME,17:19:38.4,+49:18:00,75.9,34.89,474.6,166.6,-,1.97,-,55.3,http://chime-frb.ca/catalog/FRB20190531B
FRB 20190531C,2019-05-31 13:33:18,58634.56479,CHIME,22:04:24,+43:00:00,93.31,-10.07,453,477.2,0.4,2.95,1,9.7,http://chime-frb.ca/catalog/FRB20190531C
FRB 20190531E,2019-05-31 16:28:15,58634.68628,CHIME,1:00:48,+0:30:00,127.96,-62.24,800.2,328.4,3,0.98,5,9.5,http://chime-frb.ca/catalog/FRB20190531E
FRB 20190601A,2019-06-01 4:05:40,58635.1706,CHIME,12:40:24,+62:42:00,125.09,54.36,638.9,2228.9,0.7,5.9,3,15.1,http://chime-frb.ca/catalog/FRB20190601A
FRB 20190601B,2019-06-01 16:31:44,58635.6887,CHIME,1:11:36,+23:49:12,128.83,-38.82,429.5,789.3,1,24.58,13,29.3,http://chime-frb.ca/catalog/FRB20190601B
FRB 20190601C,2019-06-01 21:13:39,58635.88448,CHIME,5:54:00,+28:28:12,181.35,1.35,517,423.8,1.3,5.9,6,25.1,http://chime-frb.ca/catalog/FRB20190601C
FRB 20190601D,2019-06-01 20:55:24,58635.8718,CHIME,5:43:36,+79:24:00,134.05,23.58,400.2,669.6,0.6,10.81,6,10.6,http://chime-frb.ca/catalog/FRB20190601D
FRB 20190603A,2019-06-03 17:09:23,58637.71485,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,691.2,347.8,0.6,3.93,0.8,9.3,http://chime-frb.ca/catalog/FRB20190603A
FRB 20190603B,2019-06-03 6:25:20,58637.26759,CHIME,3:15:36,+74:18:00,132.39,14.12,400.2,503,2,3.93,6,11.8,http://chime-frb.ca/catalog/FRB20190603B
FRB 20190604A,2019-06-04 5:49:57,58638.24302,CHIME,14:35:12,+53:18:00,93.76,57.58,433.4,553.2,0.9,9.83,8,33.8,http://chime-frb.ca/catalog/FRB20190604A
FRB 20190604B,2019-06-04 17:11:40,58638.71644,CHIME,2:07:14,+65:43:48,130.62,4,600,347.76,-,-,-,13.53,https://www.wis-tns.org/object/20190604b
FRB 20190604C,2019-06-04 20:17:41,58638.84561,CHIME,5:09:36,+49:18:00,159.19,5.52,451.6,504.7,1.6,20.64,26,45.1,http://chime-frb.ca/catalog/FRB20190604C
FRB 20190604D,2019-06-04 4:31:39,58638.18865,CHIME,13:19:36,+15:42:00,334.31,76.85,622.6,1020.6,0.8,2.95,2.5,15.2,http://chime-frb.ca/catalog/FRB20190604D
FRB 20190604E,2019-06-04 6:55:50,58638.28877,CHIME,15:42:24,+32:06:00,51.08,52.76,400.2,1218,1.2,1.97,2.3,16.8,http://chime-frb.ca/catalog/FRB20190604E
FRB 20190604F,2019-06-04 17:11:40,58638.71643,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,663.7,352.6,3.4,7.86,21,42.2,http://chime-frb.ca/catalog/FRB20190604F
FRB 20190604G,2019-06-04 23:12:26,58638.96697,CHIME,8:03:14.4,+59:30:00,157.7,32.15,400.2,231.3,1.2,4.92,4.5,21.1,http://chime-frb.ca/catalog/FRB20190604G
FRB 20190605A,2019-06-05 16:56:05,58639.70561,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,510.6,352.6,1.4,7.86,7,23,http://chime-frb.ca/catalog/FRB20190605A
FRB 20190605B,2019-06-05 17:02:31,58639.71008,CHIME,1:58:00.7502,+65:43:00.3151,129.71,3.73,436.2,349.4,1.8,25.56,25,25.5,http://chime-frb.ca/catalog/FRB20190605B
FRB 20190605C,2019-06-05 2:20:47,58639.09777,CHIME,11:13:16.8,-5:11:24,262.97,49.91,452.2,186,5,0.98,4,25.4,http://chime-frb.ca/catalog/FRB20190605C
FRB 20190605D,2019-06-05 16:53:06,58639.70354,CHIME,1:46:48,+28:36:00,137.4,-32.69,643.9,1653.1,0.8,3.93,2.2,10.9,http://chime-frb.ca/catalog/FRB20190605D
FRB 20190606A,2019-06-06 5:34:32,58640.23231,CHIME,14:35:12,+53:18:00,93.76,57.58,559,551.6,0.5,3.93,1.9,10.7,http://chime-frb.ca/catalog/FRB20190606A
FRB 20190606B,2019-06-06 22:19:38,58640.9303,CHIME,7:15:12,+86:54:00,126.46,27.41,569.2,275,2.6,6.88,17,29.2,http://chime-frb.ca/catalog/FRB20190606B
FRB 20190607A,2019-06-07 16:39:33,58641.69413,CHIME,1:44:55.2,+23:39:36,138.44,-37.6,400.2,559.7,4.4,4.92,21,97.7,http://chime-frb.ca/catalog/FRB20190607A
FRB 20190607B,2019-06-07 17:41:57,58641.73747,CHIME,2:48:00,+49:36:00,141.57,-8.98,800.2,289.5,1.1,2.95,3.2,15.8,http://chime-frb.ca/catalog/FRB20190607B
FRB 20190608A,2019-06-08 14:53:12,58642.62028,CHIME,23:56:48,+19:12:00,105.55,-41.85,570.8,719.8,1.3,0.98,1.5,12.1,http://chime-frb.ca/catalog/FRB20190608A
FRB 20190608B,2019-06-08 22:48:13,58642.95015,ASKAP,22:16:05,-7:53:54,53.21,-48.53,1320,338.7,-,6,26,16.1,https://www.wis-tns.org/object/20190608b
FRB 20190609A,2019-06-09 2:46:02,58643.1153,CHIME,23:01:12,+87:54:00,121.88,25.3,579.3,315.4,4,4.92,10,10.8,http://chime-frb.ca/catalog/FRB20190609A
FRB 20190609B,2019-06-09 16:47:41,58643.69978,CHIME,14:02:00,+88:21:00,122.36,28.7,487.1,292.8,12,0.98,22,41.2,http://chime-frb.ca/catalog/FRB20190609B
FRB 20190609C,2019-06-09 19:39:10,58643.81886,CHIME,4:52:48,+24:06:00,177.28,-12.51,422.9,480.4,0.6,0.98,1.9,11,http://chime-frb.ca/catalog/FRB20190609C
FRB 20190609D,2019-06-09 22:33:14,58643.93975,CHIME,7:43:45.6,+51:42:00,166.52,28.86,400.2,509.5,0.7,2.95,2.4,16.6,http://chime-frb.ca/catalog/FRB20190609D
FRB 20190611A,2019-06-11 18:52:42,58645.7866,CHIME,4:22:00,+73:36:00,136.46,16.58,671.2,187.6,1.2,6.88,8,15.9,http://chime-frb.ca/catalog/FRB20190611A
FRB 20190611B,2019-06-11 5:45:43,58645.24008,ASKAP,21:22:59,-79:23:51,312.94,-33.28,1320,321.4,-,2,10,9.3,https://www.wis-tns.org/object/20190611b
FRB 20190612A,2019-06-12 0:37:00,58646.02569,CHIME,9:52:48,+70:24:00,140.83,39.91,497.1,427,0.8,70.78,20,16.6,http://chime-frb.ca/catalog/FRB20190612A
FRB 20190612B,2019-06-12 5:30:43,58646.22966,CHIME,14:48:48,+4:18:00,358.95,53.88,491.3,186,2.4,0.98,3.8,10.8,http://chime-frb.ca/catalog/FRB20190612B
